komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment,sentimen_NaiveBayes
pak anis juga sakah bikang kendaraan tetap emisi yang dihasilkan tetap tapi angin dari kuar siapa bilang kendaraan tetap tiap hari ada mobil dan motor terjualdijakarta menambah yerus berarti kan polusinya hadeh yang ditanyain duit 0 t anggaran dikemanakan kok soal polusi tsk terselesaikan malah menambah miskin jakarta menambah pokusi menambah macet karena jalan lubang kebanyakan jalur sepeda dll duit buat apa segitu kalau cuma bangun jis yang unt kena ke masyarakat mana,"['anis', 'sakah', 'bikang', 'kendara', 'emisi', 'hasil', 'angin', 'kuar', 'bilang', 'kendara', 'mobil', 'motor', 'terjualdijakarta', 'tambah', 'yerus', 'polusi', 'hadeh', 'ditanyain', 'duit', '0', 't', 'anggar', 'mana', 'polusi', 'tsk', 'selesai', 'tambah', 'miskin', 'jakarta', 'tambah', 'pokusi', 'tambah', 'macet', 'jalan', 'lubang', 'banyak', 'jalur', 'sepeda', 'dll', 'duit', 'segitu', 'bangun', 'jis', 'unt', 'kena', 'masyarakat']",-13,negatif,-1,-1,negatif
kalau soal debat memang pak anis jagonyasoal kerja nolyg paling masuk akal ganjar,"['debat', 'anis', 'jagonyasoal', 'kerja', 'nolyg', 'masuk', 'akal', 'ganjar']",4,positif,1,1,positif
perubahan itu hanya ada pada anis dan anis layak jadi pemimpin bangsa ini tapi sayang banyak para penguasa dengan oligarki korup yang tidak menyukainya,"['ubah', 'anis', 'anis', 'layak', 'pimpin', 'bangsa', 'sayang', 'kuasa', 'oligarki', 'korup', 'suka']",-2,negatif,-1,-1,negatif
aceh buat anis,"['aceh', 'anis']",0,netral,0,0,netral
sumpah anis,"['sumpah', 'anis']",0,netral,0,1,positif
sumatra aceh sampai lampung pasti pak anis yakin 100,"['sumatra', 'aceh', 'lampung', 'anis', '100']",0,netral,0,0,netral
anis amin insyaallah menang r1 2024 amin,"['anis', 'amin', 'insyaallah', 'menang', 'r1', '2024', 'amin']",1,positif,1,1,positif
mungkin saja 30 sumber suara berasal dari debat pilpres 30 kampanye dan br40 dari suara rakyat branis unggul dari debat pilpres berkualitas tapi percayalah proses pilpres tidak sesuci itubrbrtapi itu tidak berarti bahwa tidak ada peluang,"['30', 'sumber', 'suara', 'asal', 'debat', 'pilpres', '30', 'kampanye', 'br40', 'suara', 'rakyat', 'branis', 'unggul', 'debat', 'pilpres', 'kualitas', 'percaya', 'proses', 'pilpres', 'suci', 'itubrbrtapi', 'peluang']",21,positif,1,1,positif
salut anis fokus menyerang no 2 karena dia lah yang katanya elektabilitas nya tertinggi brdan ganjar juga bantu menyerang nomor 2,"['salut', 'anis', 'fokus', 'serang', 'no', '2', 'elektabilitas', 'nya', 'tinggi', 'brdan', 'ganjar', 'bantu', 'serang', 'nomor', '2']",-5,negatif,-1,-1,negatif
anis is the best anis r1 selanjutnya amin,"['anis', 'is', 'the', 'best', 'anis', 'r1', 'amin']",0,netral,0,0,netral
malas dengan yang mnais manis tapi tek memberikan solusi yang bisa siterapkan orang ointer tau mana gesture pemimpin cerdas tegas no basa basi 2 pak prabowo,"['malas', 'mnais', 'manis', 'tek', 'solusi', 'siterapkan', 'orang', 'ointer', 'tau', 'gesture', 'pimpin', 'cerdas', 'no', 'basa', 'basi', '2', 'prabowo']",-7,negatif,-1,-1,negatif
apa anis dia omong itu sudah ada datanya ada paktanya,"['anis', 'omong', 'data', 'pakta']",-7,negatif,-1,-1,negatif
anis isinya pks nanti rohingya jadi penguasa,"['anis', 'isi', 'pks', 'rohingya', 'kuasa']",0,netral,0,-1,negatif
anis omongan sendiri saja di hianati apalagi omongan orang apa ini yang di sebut amanah anis menurut saya tidak lebih dari seorang penghianat bagaimana penghianat mau jadi pemimpin mas broo,"['anis', 'omong', 'hianati', 'omong', 'orang', 'amanah', 'anis', 'penghianat', 'penghianat', 'pimpin', 'mas', 'broo']",-3,negatif,-1,-1,negatif
langitattar2 apa yang di hianati pak anis mas bro brjelasin dong biar kami tau,"['langitattar2', 'hianati', 'anis', 'mas', 'bro', 'brjelasin', 'biar', 'tau']",-6,negatif,-1,-1,negatif
luwuk sulawesi hadir semakin yakin dukung anis,"['luwuk', 'sulawesi', 'hadir', 'dukung', 'anis']",3,positif,1,1,positif
anis dari pertama debat anda sudah banyak curiga dengan bangsa inijangan berpikir kerdil yang bawa perpecahan lagi kan bawa perubahan apa kadang saya malah takut kaurubah negara ini pak anies pak prabowo anda punya pandangan luas dan efektivitas tinggi dan lembah manah mu diakuibrpak ganjar teknis konfident dan visioner,"['anis', 'debat', 'curiga', 'bangsa', 'inijangan', 'pikir', 'kerdil', 'bawa', 'pecah', 'bawa', 'ubah', 'kadang', 'takut', 'rubah', 'negara', 'anies', 'prabowo', 'pandang', 'luas', 'efektivitas', 'lembah', 'manah', 'mu', 'diakuibrpak', 'ganjar', 'teknis', 'konfident', 'visioner']",-1,negatif,-1,-1,negatif
anis sejak awal tampil sebagai antitesa dan sampai kalimat pertama yang keluar dia tetap konsisten,"['anis', 'tampil', 'antitesa', 'kalimat', 'konsisten']",-5,negatif,-1,-1,negatif
enggak ada yang ingat ya trek record anis waktu pemilihan gubernur dki gue sih yakin dia tetap gabener orang jakarta tau benar kelakuan dia enggak ada integritas,"['ya', 'trek', 'record', 'anis', 'pilih', 'gubernur', 'dki', 'gue', 'sih', 'gabener', 'orang', 'jakarta', 'tau', 'laku', 'integritas']",-5,negatif,-1,-1,negatif
p anis kalaw bicara pintar tapi kerja enggak bisa memimpin jakarta enggak becus apa lagi mimpin seindonesia tambah di jual indonesia,"['p', 'anis', 'kalaw', 'bicara', 'pintar', 'kerja', 'pimpin', 'jakarta', 'becus', 'mimpin', 'indonesia', 'jual', 'indonesia']",0,netral,0,-1,negatif
pak anis cocok menjadi bagian dari pak ganjar atau pak prabowo,"['anis', 'cocok', 'ganjar', 'prabowo']",3,positif,1,1,positif
anis bener membangun rel kereta jalan tol lintas kalimantan itu lebih baik daripada membangun ikn lebih bermanfaat untuk masyarakat sekitarnya daripada ikn,"['anis', 'bener', 'bangun', 'rel', 'kereta', 'jalan', 'tol', 'lintas', 'kalimantan', 'bangun', 'ikn', 'manfaat', 'masyarakat', 'ikn']",3,positif,1,1,positif
ini pak anis menanggapi yang disampaikan pak ganjar sepertinya tanggapannya tidakmengenai yang disampaikanoleh pak ganjar,"['anis', 'tanggap', 'ganjar', 'tanggap', 'tidakmengenai', 'disampaikanoleh', 'ganjar']",10,positif,1,1,positif
apa prabowo marahmarah terus ke apa anis kenapa apa,"['prabowo', 'marahmarah', 'anis']",0,netral,0,0,netral
bismillah pilih pak anis,"['bismillah', 'pilih', 'anis']",2,positif,1,1,positif
aniss presdien insa allah amien,"['aniss', 'presdien', 'insa', 'allah', 'amien']",5,positif,1,1,positif
prabowo tidak pandai merangkai kata yang manis seperti pak aniestapi apa yang disampaikan pak prabowo real,"['prabowo', 'pandai', 'rangkai', 'manis', 'aniestapi', 'prabowo', 'real']",1,positif,1,1,positif
bahaya anis perusak bangsa,"['bahaya', 'anis', 'usak', 'bangsa']",-8,negatif,-1,-1,negatif
counter ammi anis langsung firstblood,"['counter', 'ammi', 'anis', 'langsung', 'firstblood']",3,positif,1,1,positif
teori tidak semudah realitanya sepertinya pak prabowo lebih pengalaman dalam masalah ham di papuabrbrpakganjar dan pak anis juga baikbrbrsemoga pak ganjar atau pak prabowo bisa menjadi presiden,"['teori', 'mudah', 'realitanya', 'prabowo', 'alam', 'ham', 'papuabrbrpakganjar', 'anis', 'baikbrbrsemoga', 'ganjar', 'prabowo', 'presiden']",9,positif,1,1,positif
pak ganjar sama cerdasnya pak anis tetapi pak ganjar lebih tenang santai dan tidak bawa perasaan dalam menjelaskan pak prabowo lain ditanya laain dijawab lucu kali menonton jawabannya pak probowo,"['ganjar', 'cerdas', 'anis', 'ganjar', 'tenang', 'santai', 'bawa', 'asa', 'prabowo', 'laain', 'lucu', 'kali', 'tonton', 'jawab', 'probowo']",4,positif,1,1,positif
jujur visi misi anis yang sangat dibutuhkan saat ini hukum ujung tombaknya,"['jujur', 'visi', 'misi', 'anis', 'butuh', 'hukum', 'ujung', 'tombak']",-3,negatif,-1,-1,negatif
sih anis cocok jadi salesbrbrpinter ngmong braksi 0 nis anis,"['sih', 'anis', 'cocok', 'salesbrbrpinter', 'ngmong', 'braksi', '0', 'nis', 'anis']",1,positif,1,1,positif
anis wacanadan,"['anis', 'wacanadan']",0,netral,0,0,netral
hebat anis keren,"['hebat', 'anis', 'keren']",0,netral,0,1,positif
dari ketiga capres pak anis lebih berkualitasbrsemoga dan insya allah kalau pemilu ini tidak ada kecurangan pak anis pasti jadi presidennya,"['tiga', 'capres', 'anis', 'berkualitasbrsemoga', 'insya', 'allah', 'milu', 'curang', 'anis', 'presiden']",3,positif,1,1,positif
hidup anis,"['hidup', 'anis']",-2,negatif,-1,-1,negatif
manis berkata2 tapi realisasi tidak demikian,"['manis', 'berkata2', 'realisasi']",0,netral,0,-1,negatif
setelah melihat debat anis paling bagus,"['debat', 'anis', 'bagus']",1,positif,1,1,positif
saya berpikir anis akan menang dalam pemilihan presiden selanjutnya tinggal kejujuran aja suara rakyat di curangi atau tidak di curangi kpu jujur dan adil lah,"['pikir', 'anis', 'menang', 'pilih', 'presiden', 'tinggal', 'jujur', 'aja', 'suara', 'rakyat', 'curang', 'curang', 'kpu', 'jujur', 'adil']",-4,negatif,-1,-1,negatif
anis prabowo sering enggak nyambung mereka cerdas cuma sering melenceng dari tema so the best still ganjarmahfud,"['anis', 'prabowo', 'nyambung', 'cerdas', 'lenceng', 'tema', 'so', 'the', 'best', 'still', 'ganjarmahfud']",0,netral,0,0,netral
anis cerdas dan berani,"['anis', 'cerdas', 'berani']",0,netral,0,1,positif
kalo statement kok pada manis apa benar bakal sebegitunya kalo menjadi presiden,"['kalo', 'statement', 'manis', 'begitu', 'kalo', 'presiden']",6,positif,1,1,positif
pak anis cerdas dari pada prabowo dan ganjar,"['anis', 'cerdas', 'prabowo', 'ganjar']",2,positif,1,1,positif
berarti anis enggak bakalan menang dong soalnya orang cerdas di indonesia kan hanya segelintir contohnya di kelas saja yang biasanya 30 siswa palingan yang cerdas tidak sampai orang horee anis enggak bakal kepilih terima kasih ya do3anya,"['anis', 'menang', 'orang', 'cerdas', 'indonesia', 'gelintir', 'contoh', 'kelas', '30', 'siswa', 'paling', 'cerdas', 'orang', 'horee', 'anis', 'pilih', 'terima', 'kasih', 'ya', 'do3anya']",4,positif,1,1,positif
terkagum kagum dengan pak anis sehat selalu pak anis,"['kagum', 'kagum', 'anis', 'sehat', 'anis']",7,positif,1,1,positif
di saat pak anis menjabat gubernur di jakarta kinerjanya mapan track recodnya bagus prestasinya gemilang menuai pujian masyarakat quotgubernur rasa presidenquot optimis r1 akan dipimpin pak anis dan gus muhaimin amin,"['anis', 'jabat', 'gubernur', 'jakarta', 'kerja', 'mapan', 'track', 'recodnya', 'bagus', 'prestasi', 'gemilang', 'tuai', 'puji', 'masyarakat', 'quotgubernur', 'presidenquot', 'optimis', 'r1', 'pimpin', 'anis', 'gus', 'muhaimin', 'amin']",4,positif,1,1,positif
anis juara 1 lomba debat tapi presidennya pak prabowo,"['anis', 'juara', '1', 'lomba', 'debat', 'presiden', 'prabowo']",6,positif,1,1,positif
saya menangis merindukan presiden penyelamat indonesia seperti pak anisaamiinn,"['menang', 'rindu', 'presiden', 'selamat', 'indonesia', 'anisaamiinn']",6,positif,1,1,positif
merindukan anis menyelamatkan yanan dululah,"['rindu', 'anis', 'selamat', 'yanan', 'dululah']",4,positif,1,1,positif
jangan saja hanya manis di mulut ya bapak,"['manis', 'mulut', 'ya']",6,positif,1,1,positif
perasaan gua jakarta makin amburadul di pegang anis wkwk,"['asa', 'gua', 'jakarta', 'amburadul', 'pegang', 'anis', 'wkwk']",-9,negatif,-1,-1,negatif
saya pribadi debat ini sangat baik sekali untuk mengetahui kualitas gagasannya saya lebih condong kepada anies semoga terpilih pak hidup pak anis semoga sukses memimpin negara ini lebinh baik dimasa masa yang akan dtg,"['pribadi', 'debat', 'kualitas', 'gagas', 'condong', 'anies', 'moga', 'pilih', 'hidup', 'anis', 'moga', 'sukses', 'pimpin', 'negara', 'lebinh', 'masa', 'dtg']",3,positif,1,1,positif
usahlah pak ganjar pulang saja tidur dirumah wkwk ini ajang tagih janji pak anis dan pak prabowo wkwkwkwkw,"['usah', 'ganjar', 'pulang', 'tidur', 'rumah', 'wkwk', 'ajang', 'tagih', 'janji', 'anis', 'prabowo', 'wkwkwkwkw']",-6,negatif,-1,-1,negatif
pak anis terlalu keras punch nya,"['anis', 'keras', 'punch', 'nya']",0,netral,0,1,positif
gue warga jakarta sudah biasa katakata manis aniess enggak semanis omonganya,"['gue', 'warga', 'jakarta', 'katakata', 'manis', 'aniess', 'seman', 'omonganya']",-2,negatif,-1,-1,negatif
penyampaian yang lugas dan jelas dari berbagai aspek ini sangat menentukan bisa terlihat mana yang menyampaikan dengan data dan fakta bapak h anis rasyid baswedan sangat terlihat menguasai semua tema tentu pengalaman beliau dalam mengurus jakarta amin untuk indonesia amin ya robbal alamin,"['sampai', 'lugas', 'aspek', 'tentu', 'data', 'fakta', 'h', 'anis', 'rasyid', 'baswedan', 'kuasa', 'tema', 'alam', 'beliau', 'urus', 'jakarta', 'amin', 'indonesia', 'amin', 'ya', 'robbal', 'alamin']",-2,negatif,-1,1,positif
jelas orang waras hampir semua pilih anis,"['orang', 'waras', 'pilih', 'anis']",-3,negatif,-1,-1,negatif
visi misi ini itu program manis2 bisakah dikerjakan presiden sendirian no brbrbagaimana cara presiden ikut memperbaiki partai menggerakkan asn dan pemerintahan desa meluruskan penegak hukum mendorong masyarakat ikut membangun visi misi itubrbrbutuh presiden yang menginspirasi dan membangun mental bangsa dan merevolusi birokrasi,"['visi', 'misi', 'program', 'manis2', 'presiden', 'no', 'brbrbagaimana', 'presiden', 'baik', 'partai', 'gerak', 'asn', 'perintah', 'desa', 'lurus', 'tegak', 'hukum', 'dorong', 'masyarakat', 'bangun', 'visi', 'misi', 'itubrbrbutuh', 'presiden', 'inspirasi', 'bangun', 'mental', 'bangsa', 'revolusi', 'birokrasi']",16,positif,1,1,positif
pidato prtama anis langsung menyinggung cawapresnyia prabowocie cieeapaan,"['pidato', 'prtama', 'anis', 'langsung', 'singgung', 'cawapresnyia', 'prabowocie', 'cieeapaan']",-1,negatif,-1,-1,negatif
p prabawa emosi jawapnya cuman begitu saja yang mumpuni p anis itu pendapat rakyat akirnya aku mau pilih anis,"['p', 'prabawa', 'emosi', 'jawapnya', 'cuman', 'mumpuni', 'p', 'anis', 'dapat', 'rakyat', 'akirnya', 'pilih', 'anis']",-3,negatif,-1,-1,negatif
aniss counter 2 paslon,"['aniss', 'counter', '2', 'paslon']",0,netral,0,1,positif
luar biasa visi misi pak anissangat lugas singkat menuh makna salam cerdas saya dukung amin,"['visi', 'misi', 'anissangat', 'lugas', 'singkat', 'menuh', 'makna', 'salam', 'cerdas', 'dukung', 'amin']",12,positif,1,1,positif
apa anis,['anis'],0,netral,0,1,positif
dnger anis mengomong kita serasa lagi kuliah dnger pak ganjar mengomong kita terkagum2 tapi ingat prabowoadalah orang yang sangat ikhlas memperjuangkan nasib bangsa ini,"['dnger', 'anis', 'omong', 'serasa', 'kuliah', 'dnger', 'ganjar', 'omong', 'terkagum2', 'prabowoadalah', 'orang', 'ikhlas', 'juang', 'nasib', 'bangsa']",-3,negatif,-1,-1,negatif
anis memang jago banget kalo mengomong ya salut,"['anis', 'jago', 'banget', 'kalo', 'omong', 'ya', 'salut']",4,positif,1,1,positif
bahaya ini komen isinya dukung anis semuaga bahaya ta,"['bahaya', 'komen', 'isi', 'dukung', 'anis', 'semuaga', 'bahaya', 'ta']",-12,negatif,-1,-1,negatif
pak anis selalu pas waktunya,"['anis', 'pas']",3,positif,1,1,positif
enek gua lihat anis munafik woyy jakarta saja banyak korup garagara elo sudah lah nis lu mau jadikan mega korupsi negara ini,"['enek', 'gua', 'lihat', 'anis', 'munafik', 'woyy', 'jakarta', 'korup', 'garagara', 'elo', 'nis', 'lu', 'jadi', 'mega', 'korupsi', 'negara']",-14,negatif,-1,-1,negatif
semoga pak anis baswedan dan gus muhaimin iskandar menjadi presiden ri 2024,"['moga', 'anis', 'baswedan', 'gus', 'muhaimin', 'iskandar', 'presiden', 'ri', '2024']",4,positif,1,1,positif
jujur untuk debat kali ini pemainnya hanya anies dan ganjar untuk prabowo hanya pemanis acara,"['jujur', 'debat', 'kali', 'main', 'anies', 'ganjar', 'prabowo', 'man', 'acara']",7,positif,1,1,positif
anis presiden amin,"['anis', 'presiden', 'amin']",3,positif,1,1,positif
anis pimpin dki saja enggak jelas kok mau pimpin ri jalanjalan di lubangi untuk tangkap airnya eeh bukan airnya yang ditankap justru pengguna jalan yang ketangkap pohon2 di monas ditebang karena ide gobernoornya,"['anis', 'pimpin', 'dki', 'pimpin', 'ri', 'jalanjalan', 'lubang', 'tangkap', 'air', 'eeh', 'air', 'ditankap', 'guna', 'jalan', 'tangkap', 'pohon2', 'monas', 'tebang', 'ide', 'gobernoornya']",-10,negatif,-1,-1,negatif
anis baswedan yang paling pintar ngomong tapi minim prestasi brmakanya dia sangat cocok jadi motivator bukan presiden,"['anis', 'baswedan', 'pintar', 'ngomong', 'minim', 'prestasi', 'brmakanya', 'cocok', 'motivator', 'presiden']",1,positif,1,1,positif
cek prestasi anis di google bandingkan sama calon lain,"['cek', 'prestasi', 'anis', 'google', 'banding', 'calon']",-4,negatif,-1,1,positif
beratus2 komentar saya baca lebih banyak pilih anis,"['beratus2', 'komentar', 'baca', 'pilih', 'anis']",0,netral,0,1,positif
yang pilih paslon lain kayaknya akun bott gas anis,"['pilih', 'paslon', 'kayak', 'akun', 'bott', 'gas', 'anis']",-9,negatif,-1,-1,negatif
mari kita dukung pak prabowo memimpin lagi di bidang pertahanan sebagai menhan di masa pemerintahan pak anis,"['mari', 'dukung', 'prabowo', 'pimpin', 'bidang', 'tahan', 'menhan', 'perintah', 'anis']",6,positif,1,1,positif
aku orang sumatera dan aku tidak pilih anis pilihanku tetap prabowo,"['orang', 'sumatera', 'pilih', 'anis', 'pilih', 'prabowo']",-4,negatif,-1,-1,negatif
dari ke tiga kontestan yang paling unggul apa anis,"['kontestan', 'unggul', 'anis']",0,netral,0,0,netral
kesimpulannya anis terbaik untuk bangsa,"['simpul', 'anis', 'baik', 'bangsa']",5,positif,1,1,positif
saya pendukung kental sekali prabowo laah setelah debat ini saya ikuti kenapa saya jadi malu sendiri ya jagoanku kok kelihatan bloon apa kurang wawasan gitu bukti banyak waktu terbuang percuma 2 menit saja enggak sampai selesai saya malah suka anis saat penyampain gagasannya brwaduuh ada yang salah selama ini saya dukung sepertinya harus hijrah ke anis,"['dukung', 'kental', 'prabowo', 'laah', 'debat', 'ikut', 'malu', 'ya', 'jago', 'bloon', 'wawas', 'gitu', 'bukti', 'buang', '2', 'menit', 'selesai', 'suka', 'anis', 'penyampain', 'gagas', 'brwaduuh', 'salah', 'dukung', 'hijrah', 'anis']",0,netral,0,-1,negatif
memang kata katanya manis tapi tidak meyakinkan lebih yakin no 2,"['manis', 'no', '2']",3,positif,1,1,positif
ganjar menurut saya paling logis dan realistis anis pintar marasi tapi lemah dalam eksekusi pintar omong prabowo ketetaran soal hukum mkmk,"['ganjar', 'logis', 'realistis', 'anis', 'pintar', 'maras', 'lemah', 'eksekusi', 'pintar', 'omong', 'prabowo', 'tetar', 'hukum', 'mkmk']",3,positif,1,1,positif
wkwkw pilih anis sih sales nanti giliran ditagih janji lu pada dikibulin lagi sama mulut salesnya,"['wkwkw', 'pilih', 'anis', 'sih', 'sales', 'gilir', 'tagih', 'janji', 'lu', 'dikibulin', 'mulut', 'salesnya']",-6,negatif,-1,-1,negatif
saya dukung prabowo namun setelah debat ini saya melihat pakai prabowo kelihatan bloon dan malah senjata makan tuan banyak waktu tersisa terbuang seperti pendek wawasan sepertinya saya harus hijrah ke anis,"['dukung', 'prabowo', 'debat', 'pakai', 'prabowo', 'bloon', 'senjata', 'makan', 'tuan', 'sisa', 'buang', 'pendek', 'wawas', 'hijrah', 'anis']",-4,negatif,-1,-1,negatif
anis kan pintar mengomong,"['anis', 'pintar', 'omong']",-4,negatif,-1,-1,negatif
memang anis adalah calon yang paling cerdas dan tegas menyikapi permasalahan bangsabrdan tak pernah main2brsilahkan tonton kalau branis jadi presiden,"['anis', 'calon', 'cerdas', 'sikap', 'masalah', 'bangsabrdan', 'main2brsilahkan', 'tonton', 'branis', 'presiden']",-3,negatif,-1,1,positif
saya dukung prabowo namun lihat debat ini kenapa ya jagoanku kelihatan bloon sekali statmennya malah senjata makan tuankenapa saya lebih cocok ke anis ya masuk logika dan tepat sasaran yang di butuhkan masarakat statmennya sepertinya saya harus hijrah ke anis,"['dukung', 'prabowo', 'lihat', 'debat', 'ya', 'jago', 'bloon', 'statmennya', 'senjata', 'makan', 'tuankenapa', 'cocok', 'anis', 'ya', 'masuk', 'logika', 'sasar', 'butuh', 'masarakat', 'statmennya', 'hijrah', 'anis']",11,positif,1,1,positif
yang punya akal sehat pasti pilih anis01,"['akal', 'sehat', 'pilih', 'anis01']",1,positif,1,1,positif
bismillah semoga semua kalangan pilih anis amin,"['bismillah', 'moga', 'kalang', 'pilih', 'anis', 'amin']",3,positif,1,1,positif
anis baswedan bismillah presiden kita,"['anis', 'baswedan', 'bismillah', 'presiden']",7,positif,1,1,positif
insyaallah anis jadi presiden,"['insyaallah', 'anis', 'presiden']",5,positif,1,1,positif
sudah saatnya indonesia dipimpin oleh orang cerdasjujursantun dan punya visi misi dan gagasan yang tajam dan itu semua ada pada apa anis,"['indonesia', 'pimpin', 'orang', 'cerdasjujursantun', 'visi', 'misi', 'gagas', 'tajam', 'anis']",4,positif,1,1,positif
anis mengatur jakarta saja lo enggak bisa,"['anis', 'atur', 'jakarta', 'lo']",0,netral,0,1,positif
sulawesi utara hadir for anis 2024,"['sulawesi', 'utara', 'hadir', 'for', 'anis', '2024']",-1,negatif,-1,1,positif
selamat pak anissemoga pak anus sehat trsbsa melanjutkan debat stts nya aamiin,"['selamat', 'anissemoga', 'anus', 'sehat', 'trsbsa', 'lanjut', 'debat', 'stts', 'nya', 'aamiin']",10,positif,1,1,positif
insya allah pak anis terbaik cerdas amanah dan berprestasi,"['insya', 'allah', 'anis', 'baik', 'cerdas', 'amanah', 'prestasi']",12,positif,1,1,positif
genzztopjakarta sudah buktikan dan warga jakarta all ini dukung anis,"['genzztopjakarta', 'bukti', 'warga', 'jakarta', 'all', 'dukung', 'anis']",1,positif,1,1,positif
ganjar sesuai kata dan perbuatan anis raja teori prabowo tegas,"['ganjar', 'sesuai', 'buat', 'anis', 'raja', 'teori', 'prabowo']",6,positif,1,1,positif
anis o1ri 1,"['anis', 'o1ri', '1']",0,netral,0,1,positif
anis solusi untuk indonesia,"['anis', 'solusi', 'indonesia']",3,positif,1,1,positif
analisa anda sangat baikbrorang indonesia ternyata mudah untuk di tipu dengan katakata yang manis banyak pemimpin dunia ini yang tidak pandai mengolah kata tapi bisa membuktikan kerja yang nyata,"['analisa', 'baikbrorang', 'indonesia', 'mudah', 'tipu', 'katakata', 'manis', 'pimpin', 'dunia', 'pandai', 'olah', 'bukti', 'kerja', 'nyata']",6,positif,1,1,positif
nomor urut 1 memang jauh berbeda dari segi keilmuan andai anis baswedan tak terpilih alangkah ruginya indonesia,"['nomor', 'urut', '1', 'beda', 'segi', 'ilmu', 'andai', 'anis', 'baswedan', 'pilih', 'alangkah', 'rugi', 'indonesia']",-5,negatif,-1,-1,negatif
disini kita di pertontonkan karakter asli prabowo yang arogan angkuh emosional dan pemuja penguasabrberuntung anis dan ganjar tidak terprovokasi tapi saya harus jujur hanya anis yang berkelasamin saja dulu,"['tonton', 'karakter', 'asli', 'prabowo', 'arogan', 'angkuh', 'emosional', 'puja', 'penguasabrberuntung', 'anis', 'ganjar', 'provokasi', 'jujur', 'anis', 'berkelasamin']",8,positif,1,1,positif
enggak butuh janji manis kayak mantan terdahulu butuhnya aksi nyata breew sudah pernah merasakan omdonyapintar2 lah lihat track record nya,"['butuh', 'janji', 'manis', 'kayak', 'mantan', 'butuh', 'aksi', 'nyata', 'breew', 'rasa', 'omdonyapintar2', 'lihat', 'track', 'record', 'nya']",-8,negatif,-1,-1,negatif
jika memang harus dua putaran lebih baik ganjarmahfud vs anisamin karena mereka melalui proses2 yang baik brbrgaspol indonesia maju,"['putar', 'ganjarmahfud', 'vs', 'anisamin', 'proses2', 'brbrgaspol', 'indonesia', 'maju']",0,netral,0,0,netral
anis presiden 2024,"['anis', 'presiden', '2024']",3,positif,1,1,positif
jika ada survei online kukira anis pemenangnyabrtpi betapa banyak orang yang enggak pakai medsosbrbrjadi amin hanya menang di dunia online,"['survei', 'online', 'kira', 'anis', 'pemenangnyabrtpi', 'betapa', 'orang', 'pakai', 'medsosbrbrjadi', 'amin', 'menang', 'dunia', 'online']",2,positif,1,1,positif
dari debat ini sudah sangat jelas sekali terlihat kualitasnyabravo pak anis sungguh beruntung sekali rakyat indonesia jika di pimpin bapak,"['debat', 'kualitasnyabravo', 'anis', 'sungguh', 'untung', 'rakyat', 'indonesia', 'pimpin']",8,positif,1,1,positif
anis memang sunatullah mantab,"['anis', 'sunatullah', 'mantab']",0,netral,0,1,positif
jakarta saja enggak becus bagaimana memimpin negara ini wkwkwkw hanya omong doang itu anis,"['jakarta', 'becus', 'pimpin', 'negara', 'wkwkwkw', 'omong', 'doang', 'anis']",-7,negatif,-1,-1,negatif
orang madura yang pinter2 dan cerdas2 pasti memilih paslon nm1 yaitu mas anis,"['orang', 'madura', 'pinter2', 'cerdas2', 'pilih', 'paslon', 'nm1', 'mas', 'anis']",-2,negatif,-1,-1,negatif
pengin pilih anis tapi takut nanti banyak rohingya datang ke indonesia,"['pengin', 'pilih', 'anis', 'takut', 'rohingya', 'indonesia']",-5,negatif,-1,-1,negatif
kalo di debat ini banyak yang prediksi pakai anis yang akan pegang karena debat adalah keahlian mengolah kata sukses buat pak mahfud,"['kalo', 'debat', 'prediksi', 'pakai', 'anis', 'pegang', 'debat', 'ahli', 'olah', 'sukses', 'mahfud']",9,positif,1,1,positif
anis menyerang prabowo persatuan ganjar artis,"['anis', 'serang', 'prabowo', 'satu', 'ganjar', 'artis']",2,positif,1,1,positif
semoga bapak anis baswedan jadi presiden jujur dan amanah,"['moga', 'anis', 'baswedan', 'presiden', 'jujur', 'amanah']",12,positif,1,1,positif
untungnya gua sudah jadi asn lewat jalur orang dalam sebelum anis jadi presiden hampir saja gua enggak jadi pns,"['untung', 'gua', 'asn', 'jalur', 'orang', 'anis', 'presiden', 'gua', 'pns']",-5,negatif,-1,-1,negatif
anis mpv debat ronde 1,"['anis', 'mpv', 'debat', 'ronde', '1']",3,positif,1,1,positif
pak anis smash pak prabowo ternyata berat ya pak jadi oposisi hanya pks yang kuat,"['anis', 'smash', 'prabowo', 'berat', 'ya', 'oposisi', 'pks', 'kuat']",0,netral,0,-1,negatif
anis pertanyaannya menghasut amp biar enggak dukung prabowo mulu wkwk,"['anis', 'tanya', 'hasut', 'amp', 'biar', 'dukung', 'prabowo', 'mulu', 'wkwk']",3,positif,1,1,positif
semoga dengan hadirnya pemimpin baru bapak anisaminmembawa perubahan yang lebih baik,"['moga', 'hadir', 'pimpin', 'anisaminmembawa', 'ubah']",0,netral,0,1,positif
kalau soal debat anis pasti menang tapi kalau praktek jadi ingat sumur resapan,"['debat', 'anis', 'menang', 'praktek', 'sumur', 'resap']",2,positif,1,-1,negatif
anis jago bicara tapi tidak seimbang dengan kerja,"['anis', 'jago', 'bicara', 'imbang', 'kerja']",4,positif,1,1,positif
